subject_id,target,value
127327,ListSort_Unadj,108.06
127630,ListSort_Unadj,137.98
127731,ListSort_Unadj,93.9
127832,ListSort_Unadj,100.43
127933,ListSort_Unadj,117.39
128026,ListSort_Unadj,117.39
128127,ListSort_Unadj,108.06
128632,ListSort_Unadj,112.89
128935,ListSort_Unadj,112.89
129028,ListSort_Unadj,117.39
129129,ListSort_Unadj,96.99
129331,ListSort_Unadj,121.89
129634,ListSort_Unadj,108.06
129937,ListSort_Unadj,96.99
130013,ListSort_Unadj,112.89
130114,ListSort_Unadj,108.06
130316,ListSort_Unadj,108.06
130417,ListSort_Unadj,108.06
130518,ListSort_Unadj,96.99
130619,ListSort_Unadj,126.18
130720,ListSort_Unadj,112.89
130821,ListSort_Unadj,100.43
130922,ListSort_Unadj,126.18
131217,ListSort_Unadj,93.9
131419,ListSort_Unadj,121.89
131722,ListSort_Unadj,126.18
131823,ListSort_Unadj,112.89
131924,ListSort_Unadj,137.98
132017,ListSort_Unadj,108.06
132118,ListSort_Unadj,100.43
133019,ListSort_Unadj,100.43
133625,ListSort_Unadj,130.38
133827,ListSort_Unadj,84.63
133928,ListSort_Unadj,108.06
134021,ListSort_Unadj,93.9
134223,ListSort_Unadj,133.93
134324,ListSort_Unadj,93.9
134425,ListSort_Unadj,100.43
134627,ListSort_Unadj,104.06
134728,ListSort_Unadj,104.06
134829,ListSort_Unadj,104.06
135124,ListSort_Unadj,108.06
135225,ListSort_Unadj,108.06
135528,ListSort_Unadj,126.18
135629,ListSort_Unadj,112.89
135730,ListSort_Unadj,100.43
135932,ListSort_Unadj,100.43
136126,ListSort_Unadj,117.39
136227,ListSort_Unadj,96.99
136631,ListSort_Unadj,112.89
136732,ListSort_Unadj,100.43
136833,ListSort_Unadj,112.89
137027,ListSort_Unadj,117.39
137128,ListSort_Unadj,130.38
137229,ListSort_Unadj,112.89
137532,ListSort_Unadj,108.06
137633,ListSort_Unadj,112.89
144125,ListSort_Unadj,93.9
144226,ListSort_Unadj,88.68
144428,ListSort_Unadj,130.38
144731,ListSort_Unadj,126.18
144832,ListSort_Unadj,104.06
144933,ListSort_Unadj,104.06
145127,ListSort_Unadj,100.43
145632,ListSort_Unadj,126.18
145834,ListSort_Unadj,126.18
146129,ListSort_Unadj,117.39
146331,ListSort_Unadj,93.9
146432,ListSort_Unadj,100.43
146634,ListSort_Unadj,108.06
146735,ListSort_Unadj,100.43
146836,ListSort_Unadj,100.43
146937,ListSort_Unadj,108.06
151223,ListSort_Unadj,86.4
151324,ListSort_Unadj,117.39
151425,ListSort_Unadj,108.06
151627,ListSort_Unadj,121.89
151829,ListSort_Unadj,117.39
151930,ListSort_Unadj,117.39
153732,ListSort_Unadj,96.99
153833,ListSort_Unadj,126.18
153934,ListSort_Unadj,126.18
154229,ListSort_Unadj,112.89
154532,ListSort_Unadj,104.06
154734,ListSort_Unadj,108.06
154835,ListSort_Unadj,117.39
154936,ListSort_Unadj,104.06
155231,ListSort_Unadj,100.43
155635,ListSort_Unadj,121.89
155938,ListSort_Unadj,108.06
156031,ListSort_Unadj,108.06
156233,ListSort_Unadj,93.9
156334,ListSort_Unadj,100.43
156435,ListSort_Unadj,117.39
156536,ListSort_Unadj,121.89
156637,ListSort_Unadj,117.39
157336,ListSort_Unadj,84.63
157437,ListSort_Unadj,100.43
157942,ListSort_Unadj,117.39
158035,ListSort_Unadj,84.63
158136,ListSort_Unadj,93.9
158338,ListSort_Unadj,104.06
158540,ListSort_Unadj,112.89
158843,ListSort_Unadj,126.18
159138,ListSort_Unadj,108.06
159239,ListSort_Unadj,121.89
159340,ListSort_Unadj,104.06
159441,ListSort_Unadj,121.89
159744,ListSort_Unadj,126.18
159946,ListSort_Unadj,108.06
160123,ListSort_Unadj,121.89
160729,ListSort_Unadj,117.39
160830,ListSort_Unadj,108.06
160931,ListSort_Unadj,108.06
161327,ListSort_Unadj,117.39
161630,ListSort_Unadj,117.39
161731,ListSort_Unadj,93.9
161832,ListSort_Unadj,112.89
162026,ListSort_Unadj,93.9
162228,ListSort_Unadj,121.89
162329,ListSort_Unadj,108.06
162733,ListSort_Unadj,126.18
162935,ListSort_Unadj,104.06
163129,ListSort_Unadj,112.89
163331,ListSort_Unadj,130.38
163432,ListSort_Unadj,112.89
163836,ListSort_Unadj,93.9
164030,ListSort_Unadj,112.89
164131,ListSort_Unadj,126.18
164636,ListSort_Unadj,137.98
164939,ListSort_Unadj,100.43
165032,ListSort_Unadj,96.99
165436,ListSort_Unadj,112.89
165638,ListSort_Unadj,126.18
165840,ListSort_Unadj,108.06
165941,ListSort_Unadj,112.89
166438,ListSort_Unadj,117.39
166640,ListSort_Unadj,112.89
167036,ListSort_Unadj,100.43
167238,ListSort_Unadj,108.06
167743,ListSort_Unadj,108.06
168139,ListSort_Unadj,121.89
168240,ListSort_Unadj,104.06
168341,ListSort_Unadj,112.89
168745,ListSort_Unadj,121.89
168947,ListSort_Unadj,117.39
169040,ListSort_Unadj,108.06
169343,ListSort_Unadj,88.68
169444,ListSort_Unadj,104.06
169545,ListSort_Unadj,126.18
169747,ListSort_Unadj,108.06
169949,ListSort_Unadj,112.89
170631,ListSort_Unadj,100.43
170934,ListSort_Unadj,100.43
171330,ListSort_Unadj,108.06
171431,ListSort_Unadj,117.39
171532,ListSort_Unadj,108.06
171633,ListSort_Unadj,96.99
172029,ListSort_Unadj,100.43
172130,ListSort_Unadj,112.89
172332,ListSort_Unadj,93.9
172433,ListSort_Unadj,117.39
172534,ListSort_Unadj,117.39
172635,ListSort_Unadj,108.06
172938,ListSort_Unadj,96.99
173132,ListSort_Unadj,100.43
173233,ListSort_Unadj,108.06
173334,ListSort_Unadj,133.93
173435,ListSort_Unadj,121.89
173536,ListSort_Unadj,108.06
173637,ListSort_Unadj,108.06
173738,ListSort_Unadj,100.43
173839,ListSort_Unadj,112.89
173940,ListSort_Unadj,121.89
174437,ListSort_Unadj,96.99
174841,ListSort_Unadj,100.43
175035,ListSort_Unadj,96.99
175136,ListSort_Unadj,108.06
175237,ListSort_Unadj,130.38
175338,ListSort_Unadj,112.89
175439,ListSort_Unadj,96.99
175540,ListSort_Unadj,108.06
175742,ListSort_Unadj,117.39
176037,ListSort_Unadj,117.39
176239,ListSort_Unadj,121.89
176441,ListSort_Unadj,104.06
176542,ListSort_Unadj,112.89
176744,ListSort_Unadj,117.39
176845,ListSort_Unadj,104.06
177140,ListSort_Unadj,117.39
177241,ListSort_Unadj,104.06
177342,ListSort_Unadj,108.06
177645,ListSort_Unadj,108.06
177746,ListSort_Unadj,112.89
178142,ListSort_Unadj,121.89
178243,ListSort_Unadj,108.06
178647,ListSort_Unadj,100.43
178748,ListSort_Unadj,93.9
178849,ListSort_Unadj,108.06
178950,ListSort_Unadj,126.18
179245,ListSort_Unadj,108.06
179346,ListSort_Unadj,130.38
179952,ListSort_Unadj,108.06
180129,ListSort_Unadj,100.43
180230,ListSort_Unadj,137.98
180432,ListSort_Unadj,100.43
180533,ListSort_Unadj,108.06
180735,ListSort_Unadj,117.39
180836,ListSort_Unadj,93.9
180937,ListSort_Unadj,133.93
181131,ListSort_Unadj,108.06
181232,ListSort_Unadj,112.89
181636,ListSort_Unadj,96.99
182032,ListSort_Unadj,117.39
182436,ListSort_Unadj,93.9
182739,ListSort_Unadj,104.06
182840,ListSort_Unadj,112.89
183034,ListSort_Unadj,126.18
183337,ListSort_Unadj,93.9
183741,ListSort_Unadj,100.43
185038,ListSort_Unadj,108.06
185139,ListSort_Unadj,117.39
185341,ListSort_Unadj,108.06
185442,ListSort_Unadj,108.06
185846,ListSort_Unadj,108.06
185947,ListSort_Unadj,108.06
186040,ListSort_Unadj,133.93
186141,ListSort_Unadj,100.43
186444,ListSort_Unadj,112.89
186545,ListSort_Unadj,108.06
186848,ListSort_Unadj,93.9
187143,ListSort_Unadj,117.39
187345,ListSort_Unadj,126.18
187547,ListSort_Unadj,126.18
187850,ListSort_Unadj,104.06
188145,ListSort_Unadj,126.18
188347,ListSort_Unadj,117.39
188448,ListSort_Unadj,126.18
188549,ListSort_Unadj,96.99
188751,ListSort_Unadj,112.89
189349,ListSort_Unadj,108.06
189450,ListSort_Unadj,100.43
189652,ListSort_Unadj,104.06
190031,ListSort_Unadj,117.39
191033,ListSort_Unadj,104.06
191235,ListSort_Unadj,108.06
191336,ListSort_Unadj,126.18
191437,ListSort_Unadj,126.18
191841,ListSort_Unadj,112.89
191942,ListSort_Unadj,112.89
192035,ListSort_Unadj,104.06
192136,ListSort_Unadj,108.06
192237,ListSort_Unadj,100.43
192439,ListSort_Unadj,88.68
192540,ListSort_Unadj,112.89
192641,ListSort_Unadj,112.89
192843,ListSort_Unadj,100.43
193239,ListSort_Unadj,100.43
193441,ListSort_Unadj,133.93
193845,ListSort_Unadj,112.89
194140,ListSort_Unadj,93.9
194443,ListSort_Unadj,100.43
194645,ListSort_Unadj,112.89
194746,ListSort_Unadj,108.06
194847,ListSort_Unadj,126.18
195041,ListSort_Unadj,100.43
195445,ListSort_Unadj,108.06
195647,ListSort_Unadj,100.43
195849,ListSort_Unadj,117.39
195950,ListSort_Unadj,100.43
196144,ListSort_Unadj,112.89
196346,ListSort_Unadj,117.39
196750,ListSort_Unadj,100.43
196851,ListSort_Unadj,130.38
196952,ListSort_Unadj,108.06
197348,ListSort_Unadj,104.06
197550,ListSort_Unadj,108.06
197651,ListSort_Unadj,108.06
198047,ListSort_Unadj,121.89
198249,ListSort_Unadj,104.06
198350,ListSort_Unadj,121.89
198451,ListSort_Unadj,117.39
198653,ListSort_Unadj,117.39
198855,ListSort_Unadj,104.06
199150,ListSort_Unadj,104.06
199251,ListSort_Unadj,121.89
199352,ListSort_Unadj,112.89
199453,ListSort_Unadj,121.89
