roi_index,roi_label,raw_score,prior_score
46,Cuneus_R,0.07,0.07526881720430108
47,Lingual_L,0.05,0.053763440860215055
48,Lingual_R,0.05,0.053763440860215055
49,Occipital_Sup_L,0.05,0.053763440860215055
50,Occipital_Sup_R,0.05,0.053763440860215055
51,Occipital_Mid_L,0.03,0.03225806451612903
52,Occipital_Mid_R,0.03,0.03225806451612903
53,Occipital_Inf_L,0.03,0.03225806451612903
54,Occipital_Inf_R,0.03,0.03225806451612903
55,Fusiform_L,0.06,0.06451612903225806
56,Fusiform_R,0.06,0.06451612903225806
57,Postcentral_L,0.08,0.08602150537634408
58,Postcentral_R,0.08,0.08602150537634408
59,Parietal_Sup_L,0.82,0.8817204301075268
60,Parietal_Sup_R,0.86,0.9247311827956989
61,Parietal_Inf_L,0.72,0.7741935483870968
62,Parietal_Inf_R,0.75,0.8064516129032258
63,SupraMarginal_L,0.83,0.8924731182795698
64,SupraMarginal_R,0.72,0.7741935483870968
65,Angular_L,0.7,0.7526881720430106
66,Angular_R,0.73,0.7849462365591398
67,Precuneus_L,0.12,0.12903225806451613
68,Precuneus_R,0.12,0.12903225806451613
69,Paracentral_Lobule_L,0.1,0.10752688172043011
70,Paracentral_Lobule_R,0.1,0.10752688172043011
71,Caudate_L,0.36,0.3870967741935484
72,Caudate_R,0.33,0.3548387096774194
73,Putamen_L,0.33,0.3548387096774194
74,Putamen_R,0.3,0.3225806451612903
75,Pallidum_L,0.22,0.23655913978494622
76,Pallidum_R,0.2,0.21505376344086022
77,Thalamus_L,0.52,0.5591397849462365
78,Thalamus_R,0.5,0.5376344086021505
79,Heschl_L,0.12,0.12903225806451613
80,Heschl_R,0.1,0.10752688172043011
81,Temporal_Sup_L,0.67,0.7204301075268817
82,Temporal_Sup_R,0.55,0.5913978494623656
83,Temporal_Pole_Sup_L,0.32,0.3440860215053763
84,Temporal_Pole_Sup_R,0.28,0.3010752688172043
85,Temporal_Mid_L,0.48,0.5161290322580645
86,Temporal_Mid_R,0.4,0.43010752688172044
87,Temporal_Pole_Mid_L,0.28,0.3010752688172043
88,Temporal_Pole_Mid_R,0.24,0.25806451612903225
89,Temporal_Inf_L,0.33,0.3548387096774194
90,Temporal_Inf_R,0.28,0.3010752688172043
91,Cerebelum_Crus1_L,0.38,0.4086021505376344
92,Cerebelum_Crus1_R,0.35,0.3763440860215053
93,Cerebelum_Crus2_L,0.36,0.3870967741935484
94,Cerebelum_Crus2_R,0.33,0.3548387096774194
95,Cerebelum_3_L,0.22,0.23655913978494622
96,Cerebelum_3_R,0.2,0.21505376344086022
97,Cerebelum_4_5_L,0.18,0.1935483870967742
98,Cerebelum_4_5_R,0.16,0.17204301075268816
99,Cerebelum_6_L,0.44,0.47311827956989244
100,Cerebelum_6_R,0.42,0.4516129032258064
101,Cerebelum_7b_L,0.42,0.4516129032258064
102,Cerebelum_7b_R,0.4,0.43010752688172044
103,Cerebelum_8_L,0.28,0.3010752688172043
104,Cerebelum_8_R,0.26,0.27956989247311825
105,Cerebelum_9_L,0.24,0.25806451612903225
106,Cerebelum_9_R,0.22,0.23655913978494622
107,Cerebelum_10_L,0.34,0.3655913978494624
108,Cerebelum_10_R,0.32,0.3440860215053763
109,Vermis_1_2,0.02,0.02150537634408602
110,Vermis_3,0.02,0.02150537634408602
111,Vermis_4_5,0.02,0.02150537634408602
112,Vermis_6,0.04,0.04301075268817204
113,Vermis_7,0.04,0.04301075268817204
114,Vermis_8,0.03,0.03225806451612903
115,Vermis_9,0.03,0.03225806451612903
116,Vermis_10,0.04,0.04301075268817204
