roi_index,roi_label,raw_score,prior_score
93,Cerebelum_Crus2_L,0.15,0.15789473684210525
94,Cerebelum_Crus2_R,0.08,0.08421052631578949
95,Cerebelum_3_L,0.05,0.052631578947368425
96,Cerebelum_3_R,0.9,0.9473684210526316
97,Cerebelum_4_5_L,0.52,0.5473684210526316
98,Cerebelum_4_5_R,0.5,0.5263157894736842
99,Cerebelum_6_L,0.58,0.6105263157894737
100,Cerebelum_6_R,0.12,0.12631578947368421
101,Cerebelum_7b_L,0.7,0.7368421052631579
102,Cerebelum_7b_R,0.38,0.4
103,Cerebelum_8_L,0.42,0.4421052631578947
104,Cerebelum_8_R,0.85,0.8947368421052632
105,Cerebelum_9_L,0.05,0.052631578947368425
106,Cerebelum_9_R,0.32,0.33684210526315794
107,Cerebelum_10_L,0.05,0.052631578947368425
108,Cerebelum_10_R,0.52,0.5473684210526316
109,Vermis_1_2,0.1,0.10526315789473685
110,Vermis_3,0.3,0.3157894736842105
111,Vermis_4_5,0.62,0.6526315789473685
112,Vermis_6,0.22,0.23157894736842105
113,Vermis_7,0.28,0.2947368421052632
114,Vermis_8,0.87,0.9157894736842106
115,Vermis_9,0.42,0.4421052631578947
116,Vermis_10,0.1,0.10526315789473685
